codigo,complexity,n_classes,n_functions,loc,lloc,sloc,single_comments,comments,multilines,blank_lines,h1,h2,N1,N2,h,N,calculated_N,volume,difficulty,effort,bugs,time,imports,assignments,assignments_unique,kwds,kwds_unique,lt_numbers,lt_strings,lt_booleans,lgc_op,lgc_op_unique,and_op,or_op,not_op,arithmetic_op,arithmetic_op_unique,add_op,minus_op,mult_op,div_op,mod_op,power_op,div_floor_op,cmp_op,cmp_op_unique,equal_op,not_eq_op,lt_op,gt_op,less_op,greater_op,bitwise_op,bitwise_op_unique,bitwise_and,bitwise_or,bitwise_xor,bitwise_not,lshift_op,rshift_op,identity_op,membership_op,conditionals,ifs,elifs,elses,loops,whiles,fors,breaks,continues,builtin_f,builtin_f_unique,type_f,type_f_unique,lambdas,lpar,rpar,lsqb,rsqb,lbrace,rbrace,commas,colons,dots,prints,inputs,len,uident,uident_unique,uident_mean,uident_per_line,uident_chars
2455,3,0,0,12,10,10,0,0,0,2,2,7,5,10,9,15,21.651484454403228,47.548875021634686,1.4285714285714286,67.92696431662098,0.01584962500721156,3.7737202398122767,0,5,1,4,2,6,2,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,6,5,2,2,0,8,8,0,0,0,0,1,4,0,1,2,0,11,3,1.375,0.8461538461538461,5.666666666666667
1053,2,0,0,8,6,6,0,0,0,2,2,3,2,4,5,6,6.754887502163469,13.931568569324174,1.3333333333333333,18.575424759098897,0.004643856189774725,1.0319680421721609,0,3,1,2,2,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,2,0,1,1,0,6,2,1.2,0.6666666666666666,7.5
1014,1,0,0,12,4,3,0,0,5,4,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,0,2,1,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,4,4,0,0,0,0,1,0,0,1,1,0,4,2,1.3333333333333333,0.3076923076923077,5.5
3031,6,0,0,19,11,10,0,0,5,4,4,8,9,18,12,27,32.0,96.79398751947123,4.5,435.5729438376205,0.03226466250649041,24.198496879867808,0,5,1,6,4,10,2,0,2,1,2,0,0,2,1,0,0,0,0,0,2,0,5,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,4,4,1,1,0,7,7,0,0,0,0,1,4,0,1,1,0,13,2,1.4444444444444444,0.65,1.5
2461,6,0,0,23,11,10,2,2,8,3,4,12,11,22,16,33,51.01955000865388,132.0,3.6666666666666665,484.0,0.044,26.88888888888889,0,5,1,6,4,10,2,0,2,1,2,0,0,4,1,0,0,4,0,0,0,0,5,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,4,4,1,1,0,7,7,0,0,0,0,1,4,0,1,1,0,15,2,1.6666666666666667,0.625,7.5
1351,1,0,0,5,3,3,0,0,0,2,4,12,7,14,16,21,51.01955000865388,84.0,2.3333333333333335,196.0,0.028,10.88888888888889,0,2,1,0,0,5,1,0,0,0,0,0,0,7,4,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,10,10,0,0,0,0,0,0,0,1,2,0,4,2,1.3333333333333333,0.6666666666666666,3.0
2897,1,0,0,5,2,2,2,2,0,1,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,3,3,0,0,0,0,0,0,0,1,1,0,2,1,1,0.3333333333333333,3.0
1361,1,0,0,10,7,7,0,0,0,3,4,17,14,28,21,42,77.48686830125578,184.47733175670794,3.2941176470588234,607.6900340220967,0.06149244391890265,33.76055744567204,0,4,1,0,0,17,0,0,0,0,0,0,0,14,4,0,3,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,1,0,13,13,0,0,0,0,3,0,0,3,1,0,10,4,1.4285714285714286,0.9090909090909091,9.5
3664,1,0,0,7,5,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0,7,7,0,0,0,0,2,0,0,1,2,0,9,6,1.8,1.125,3.8333333333333335
1363,1,0,0,11,8,8,0,0,0,3,4,14,9,18,18,27,61.30296890880645,112.58797503894243,2.5714285714285716,289.5119358144234,0.03752932501298081,16.083996434134633,1,4,1,2,2,11,0,0,0,0,0,0,0,10,4,1,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,1,0,12,12,0,0,0,0,3,0,0,3,1,0,12,6,1.5,1.0,7.166666666666667
1368,1,0,0,13,10,10,0,0,0,3,1,6,3,6,7,9,15.509775004326936,25.26619429851844,0.5,12.63309714925922,0.008422064766172813,0.701838730514401,0,9,1,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,2,0,9,9,0,0,0,0,2,0,0,1,3,0,18,9,1.8,1.2857142857142858,12.333333333333334
3089,4,0,0,13,12,12,0,0,0,1,4,3,4,8,7,12,12.75488750216347,33.68825906469125,5.333333333333333,179.67071501168667,0.011229419688230418,9.981706389538148,0,7,2,3,2,4,5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,6,3,2,1,0,8,8,0,0,0,0,0,3,0,2,2,0,13,3,1.0833333333333333,0.9285714285714286,3.6666666666666665
3531,2,0,0,9,7,7,0,0,0,2,4,8,5,10,12,15,32.0,53.77443751081735,2.5,134.43609377704337,0.017924812503605784,7.468671876502409,0,5,1,1,1,5,2,0,0,0,0,0,0,4,3,2,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,5,2,2,0,7,7,0,0,0,0,1,1,0,1,2,0,11,3,1.5714285714285714,1.1,3.6666666666666665
2167,25,0,0,29,28,28,0,0,0,1,2,50,36,72,52,108,284.1928094887362,615.647489559238,1.44,886.5323849653028,0.20521582985307935,49.25179916473904,0,2,1,25,4,0,37,0,12,1,12,0,0,0,0,0,0,0,0,0,0,0,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,11,1,0,0,0,0,0,15,2,0,0,0,27,27,0,0,0,0,0,13,0,13,2,0,26,2,1.8571428571428572,0.8666666666666667,7.5
1147,10,0,0,34,24,23,0,0,7,4,1,11,9,18,12,27,38.053747805010275,96.79398751947123,0.8181818181818182,79.19508069774919,0.03226466250649041,4.399726705430511,0,10,1,11,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,7,2,0,0,0,0,0,3,2,0,0,0,4,4,0,0,0,0,2,11,0,2,1,0,21,2,1,0.6,3.5
3054,6,0,0,14,11,11,0,0,0,3,5,21,15,30,26,45,103.84830635279079,211.51978731634918,3.5714285714285716,755.4278118441042,0.07050659577211639,41.9682117691169,0,6,1,6,4,14,1,0,2,1,2,0,0,8,2,4,0,4,0,0,0,0,5,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,4,4,1,1,0,7,7,0,0,0,0,1,4,0,1,1,0,17,3,1.7,1.1333333333333333,6.0
2759,13,0,0,30,20,20,10,10,0,0,4,24,17,34,28,51,118.03910001730776,245.1751010249378,2.8333333333333335,694.6627862373238,0.08172503367497927,38.59237701318465,0,2,1,15,4,11,11,0,5,1,5,0,0,0,0,0,0,0,0,0,0,0,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,3,0,0,0,0,0,11,3,1,1,0,19,19,0,0,0,0,0,10,1,8,2,0,15,3,1.6666666666666667,0.4838709677419355,5.0
1715,2,0,0,17,9,8,0,0,5,4,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,3,1,4,4,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,8,4,2,1,0,9,9,2,2,0,0,0,2,0,2,3,0,8,5,1.6,0.4444444444444444,5.2
2684,1,0,0,5,4,4,0,0,0,1,1,4,2,4,5,6,8.0,13.931568569324174,0.5,6.965784284662087,0.004643856189774725,0.3869880158145604,0,3,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,1,0,8,8,0,0,0,0,1,0,0,1,3,0,6,3,1.5,1.0,7.666666666666667
2920,1,0,0,32,12,11,5,5,8,8,4,14,7,14,18,21,61.30296890880645,87.56842503028855,2.0,175.1368500605771,0.029189475010096184,9.729825003365395,0,10,1,0,0,4,5,0,0,0,0,0,0,7,4,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,2,0,7,7,0,0,0,0,0,0,0,1,3,0,20,10,1.8181818181818181,0.6060606060606061,9.4
3684,4,0,0,15,11,11,0,0,0,4,3,10,6,12,13,18,37.974168451037094,66.60791492653966,1.8,119.8942468677714,0.022202638308846556,6.660791492653967,1,6,1,7,5,4,0,0,0,0,0,0,0,6,3,3,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,2,0,0,5,4,2,1,0,8,8,3,3,0,0,2,3,0,1,1,0,27,9,2.4545454545454546,1.6875,2.5555555555555554
2804,2,0,0,8,7,7,0,0,0,1,3,6,4,8,9,12,20.264662506490406,38.03910001730775,2.0,76.0782000346155,0.012679700005769252,4.226566668589751,0,5,1,1,1,4,2,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,5,2,2,0,7,7,0,0,0,0,1,1,0,1,2,0,11,3,1.5714285714285714,1.2222222222222223,3.6666666666666665
2103,3,0,0,14,12,11,0,0,0,3,4,5,4,7,9,11,19.60964047443681,34.86917501586544,2.8,97.63369004442322,0.011623058338621813,5.424093891356845,1,7,2,5,5,3,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,8,4,2,1,0,10,10,5,5,0,0,2,5,3,2,2,0,25,8,2.5,1.6666666666666667,3.0
2177,4,0,0,21,13,12,1,4,7,1,4,7,4,8,11,12,27.651484454403228,41.51317942364757,2.2857142857142856,94.88726725405158,0.01383772647454919,5.27151484744731,1,7,1,7,5,4,2,0,0,0,0,0,0,4,4,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,2,0,0,6,5,2,1,0,10,10,3,3,0,0,1,3,0,1,1,0,27,11,2.25,1.2272727272727273,2.6363636363636362
2946,1,0,0,8,6,6,0,0,0,2,2,10,5,10,12,15,35.219280948873624,53.77443751081735,1.0,53.77443751081735,0.017924812503605784,2.987468750600964,0,5,1,0,0,4,3,0,0,0,0,0,0,5,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,1,0,8,8,0,0,0,0,1,0,0,1,3,0,10,4,1.6666666666666667,1.1111111111111112,4.0
2459,5,0,0,34,18,17,4,4,8,5,4,16,10,20,20,30,72.0,129.65784284662087,2.5,324.14460711655215,0.043219280948873624,18.00803372869734,0,12,1,4,1,12,4,0,0,0,0,0,0,6,3,2,0,3,1,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,8,4,3,1,0,15,15,0,0,0,0,1,4,0,1,3,0,25,9,1.4705882352941178,0.7142857142857143,5.888888888888889
2322,2,0,0,24,11,10,0,0,8,6,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,0.009,1.5,0,7,1,2,2,4,3,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,0,0,4,4,0,0,0,0,0,2,1,1,1,0,14,7,1.5555555555555556,0.56,4.0
2760,13,0,0,30,24,24,5,5,0,1,7,26,18,36,33,54,141.86291712607164,272.3972824453565,4.846153846153846,1320.0791380044197,0.09079909414845216,73.33772988913444,0,4,1,15,4,11,14,0,4,1,4,0,0,2,2,0,0,0,1,0,1,0,12,4,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,3,5,3,0,0,0,0,0,14,3,2,1,0,23,23,0,0,0,0,0,11,1,9,3,0,19,5,1.5833333333333333,0.6129032258064516,4.2
2820,2,0,0,13,8,8,0,0,0,5,4,9,6,12,13,18,36.52932501298081,66.60791492653966,2.6666666666666665,177.62110647077242,0.022202638308846556,9.867839248376246,1,5,2,3,3,6,1,0,0,0,0,0,0,6,3,3,0,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,0,0,0,7,7,2,2,0,0,1,1,0,1,1,1,14,5,1.75,1.0,4.4
1395,2,0,0,10,7,7,0,0,0,3,4,7,6,12,11,18,27.651484454403228,62.26976913547136,3.4285714285714284,213.49635132161606,0.020756589711823786,11.860908406756447,0,4,1,2,2,5,1,0,0,0,0,0,0,5,3,1,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,4,1,1,0,6,6,0,0,0,0,1,2,0,1,1,0,11,3,1.8333333333333333,1.0,6.0
2805,2,0,0,14,8,8,1,1,0,5,3,6,4,8,9,12,20.264662506490406,38.03910001730775,2.0,76.0782000346155,0.012679700005769252,4.226566668589751,0,6,2,1,1,4,2,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,5,2,2,0,7,7,0,0,0,0,1,1,0,1,2,0,11,4,1.375,0.7333333333333333,5.25
1647,5,0,0,30,15,14,1,3,8,7,2,6,4,8,8,12,17.509775004326936,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,1,8,1,8,5,6,2,0,0,0,0,0,0,3,2,2,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,2,0,0,7,5,3,2,0,12,12,3,3,0,0,1,4,0,2,1,0,28,10,2,0.9032258064516129,3.4
1127,11,0,0,37,26,25,0,0,7,5,1,12,10,20,13,30,43.01955000865388,111.01319154423277,0.8333333333333334,92.5109929535273,0.03700439718141092,5.139499608529295,0,11,1,12,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,8,2,0,0,0,0,0,3,2,0,0,0,4,4,0,0,0,0,2,12,0,2,1,0,23,2,1,0.6052631578947368,4.5
2426,1,0,0,20,7,6,3,3,7,4,2,4,3,6,6,9,10.0,23.264662506490403,1.5,34.89699375973561,0.007754887502163467,1.938721875540867,0,4,1,0,0,1,3,0,0,0,0,0,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,0,8,8,0,0,0,0,0,0,0,2,2,0,10,4,1.6666666666666667,0.47619047619047616,7.0
2108,3,0,0,8,8,8,0,0,0,0,3,5,3,6,8,9,16.36452797660028,27.0,1.8,48.6,0.009,2.7,0,5,2,4,4,2,2,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,3,3,0,0,0,6,6,2,2,0,0,1,2,2,1,1,1,16,5,2,1.7777777777777777,5.0
1080,2,0,0,14,9,9,0,0,0,5,3,8,4,8,11,12,28.75488750216347,41.51317942364757,1.5,62.26976913547136,0.01383772647454919,3.4594316186372978,0,4,1,2,2,3,5,0,0,0,0,0,0,3,2,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,10,4,3,1,0,12,12,0,0,0,0,1,2,0,3,3,0,9,4,1.5,0.6,5.0
1720,3,0,0,18,10,9,0,0,5,4,4,9,5,10,13,15,36.52932501298081,55.506595772116384,2.2222222222222223,123.34799060470309,0.01850219859070546,6.852666144705727,1,5,1,5,5,6,2,0,0,0,0,0,0,5,3,1,0,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,6,6,1,1,0,9,9,3,3,0,0,1,2,0,1,1,0,20,9,2.2222222222222223,1.0526315789473684,5.222222222222222
1576,16,0,0,32,27,27,0,0,0,5,5,32,28,56,37,84,171.60964047443682,437.59408271283183,4.375,1914.4741118686393,0.14586469423761061,106.35967288159107,1,14,2,18,7,22,3,0,6,1,6,0,0,7,1,7,0,0,0,0,0,0,15,3,12,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,9,2,6,1,1,1,0,0,0,10,4,2,1,0,19,19,12,12,0,0,2,10,4,4,2,0,53,10,2.3043478260869565,1.606060606060606,7.2
1288,3,0,0,42,13,12,13,13,9,8,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,0.009,1.5,2,6,1,7,5,19,7,0,0,0,0,0,0,4,2,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,7,6,1,1,0,13,13,10,10,0,0,21,2,1,2,1,0,28,11,2.3333333333333335,0.6511627906976745,4.090909090909091
2596,3,0,0,18,10,10,1,1,0,7,2,5,3,6,7,9,13.60964047443681,25.26619429851844,1.2,30.319433158222125,0.008422064766172813,1.6844129532345624,0,6,1,3,3,6,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,5,4,1,1,0,5,5,2,2,0,0,0,3,0,2,1,0,15,5,1.5,0.7894736842105263,6.6
3063,13,0,0,32,24,23,1,1,5,3,6,30,24,48,36,72,162.7164928725825,372.23460010384645,4.8,1786.7260804984628,0.12407820003461548,99.26256002769237,0,6,1,16,4,15,11,0,6,1,6,0,0,6,2,0,3,3,0,0,0,0,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,4,0,0,0,0,0,15,3,5,1,0,25,25,0,0,0,0,0,10,1,7,3,0,25,5,1.6666666666666667,0.7575757575757576,4.2
2927,1,0,0,20,6,5,4,4,8,3,2,4,2,4,6,6,10.0,15.509775004326936,1.0,15.509775004326936,0.005169925001442312,0.861654166907052,0,4,1,0,0,2,3,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,2,0,6,6,0,0,0,0,1,0,0,1,2,0,8,4,1.6,0.38095238095238093,6.5
3087,5,0,0,21,21,21,0,0,0,0,6,9,11,22,15,33,44.039100017307746,128.92738965508113,7.333333333333333,945.4675241372615,0.04297579655169371,52.525973563181196,0,14,2,5,3,15,2,0,0,0,0,0,0,7,3,4,0,0,2,1,0,0,4,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,0,1,1,1,0,0,0,8,4,2,1,0,11,11,0,0,0,0,2,5,0,2,2,0,26,7,1.3,1.1818181818181819,8.714285714285714
2506,4,0,0,17,13,13,0,0,0,4,7,13,9,18,20,27,67.75720079023742,116.69205856195879,4.846153846153846,565.5076684156464,0.03889735285398626,31.417092689758135,0,7,2,4,4,6,2,0,1,1,1,0,0,5,4,2,1,1,1,0,0,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,9,4,3,2,0,10,10,0,0,0,0,0,3,0,3,3,0,16,5,1.6,0.8888888888888888,8.4
3769,1,0,0,9,3,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,3,0,0,0,0,0,0,1,1,1,0,3,2,1.5,0.3,6.0
2433,1,0,0,25,7,6,4,4,8,7,4,6,4,8,10,12,23.509775004326936,39.863137138648355,2.6666666666666665,106.3016990363956,0.013287712379549451,5.905649946466422,0,3,1,0,0,5,2,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,1,0,10,10,0,0,0,0,3,0,0,3,1,0,10,3,1.6666666666666667,0.38461538461538464,13.333333333333334
2876,4,0,0,10,9,8,2,2,0,0,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,3,1,7,5,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,2,0,0,7,6,2,1,0,9,9,3,3,0,0,1,4,0,1,1,0,15,7,1.875,1.3636363636363635,2.7142857142857144
2974,2,0,0,28,12,11,4,4,8,5,4,10,5,10,14,15,41.219280948873624,57.110323830864054,2.0,114.22064766172811,0.019036774610288017,6.345591536762672,0,6,1,2,2,4,6,0,0,0,0,0,0,4,3,1,0,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,10,5,3,2,0,13,13,0,0,0,0,1,2,0,3,3,0,13,6,1.625,0.4482758620689655,6.333333333333333
1534,2,0,0,31,12,12,10,10,0,9,5,14,10,20,19,30,64.91260938324326,127.43782540330756,3.5714285714285716,455.13509072609844,0.042479275134435855,25.28528281811658,1,9,1,3,3,9,2,0,0,0,0,0,0,10,4,4,0,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,5,1,1,0,9,9,0,0,0,0,1,1,0,1,2,0,21,7,1.75,0.65625,4.0
2323,2,0,0,23,11,10,0,0,8,5,2,6,3,6,8,9,17.509775004326936,27.0,1.0,27.0,0.009,1.5,0,7,1,2,2,4,3,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,0,0,4,4,0,0,0,0,0,2,1,1,1,0,14,7,1.5555555555555556,0.5833333333333334,4.0
1406,2,0,0,10,8,8,0,0,0,2,2,6,4,8,8,12,17.509775004326936,36.0,1.3333333333333333,48.0,0.012,2.6666666666666665,0,5,1,2,2,1,4,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,6,3,2,1,0,7,7,0,0,0,0,0,2,0,1,3,0,11,4,1.5714285714285714,1.0,4.5
1081,2,0,0,15,10,10,0,0,0,5,3,10,5,10,13,15,37.974168451037094,55.506595772116384,1.5,83.25989365817458,0.01850219859070546,4.625549647676365,0,5,1,2,2,3,6,0,0,0,0,0,0,4,2,3,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,12,4,4,1,0,14,14,0,0,0,0,1,2,0,3,4,0,11,5,1.5714285714285714,0.6875,5.0
3368,2,0,0,11,7,7,0,0,0,4,3,4,3,6,7,9,12.75488750216347,25.26619429851844,2.25,56.848937171666485,0.008422064766172813,3.158274287314805,0,4,1,2,2,3,3,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,5,4,1,1,0,7,7,0,0,0,0,1,2,1,1,2,0,9,4,1.5,0.75,6.5
1484,12,0,0,28,26,26,0,0,0,2,7,24,22,42,31,64,129.690584471711,317.06856386476005,6.125,1942.0449536716553,0.10568952128825335,107.89138631509196,0,11,1,13,4,12,12,0,1,1,1,0,0,10,2,0,2,0,0,0,0,8,11,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,2,0,0,0,0,0,7,3,2,1,0,18,18,0,0,0,0,0,12,1,3,2,0,32,4,1.4545454545454546,1.103448275862069,9.0
2736,2,0,0,13,10,10,0,0,0,3,4,9,6,12,13,18,36.52932501298081,66.60791492653966,2.6666666666666665,177.62110647077242,0.022202638308846556,9.867839248376246,0,8,1,1,1,4,5,0,0,0,0,0,0,5,3,2,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,4,5,1,0,16,16,0,0,0,0,1,1,0,1,5,0,16,7,1.6,1.1428571428571428,4.857142857142857
1652,6,0,0,34,17,16,6,7,5,7,2,11,9,18,13,27,40.053747805010275,99.91187238980949,1.6363636363636365,163.49215481968827,0.03330395746326983,9.082897489982681,1,8,1,9,7,16,7,0,0,0,0,0,0,6,2,5,0,1,0,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,1,1,0,1,0,0,5,4,1,1,0,11,11,10,10,0,0,1,6,2,2,1,0,25,8,1.6666666666666667,0.7142857142857143,4.125
3214,4,0,0,22,15,15,1,1,0,6,1,2,1,2,3,3,2.0,4.754887502163469,0.5,2.3774437510817346,0.0015849625007211565,0.1320802083934297,1,10,1,7,5,10,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,2,0,0,10,6,4,2,0,12,12,7,7,0,0,10,3,0,2,2,1,33,10,2.2,1.434782608695652,5.3
